b2,b3,b4,b8,b28,ndbi,brightness,brightness_vic_sum,brightness_vic_mean,brightness_vic_num_dark,brightness_vic_num_bright,ndbi_vic_sum,ndbi_vic_mean,b28_vic_sum,b28_vic_mean,mpf
0.11207463888068636,0.1796469020290848,0.13516201736753364,0.08434472032889034,-3.384042598504269e-07,4.4633543994060496e-06,1.553565793871165e-05,0.00018217409975290945,2.6159636085041652e-05,4.0,0.0,-7.934563855281678e-05,-9.421152127293313e-06,4.540214822565679e-05,6.694286279305255e-06,0.0
0.1503678124107041,0.13418849105482605,0.08881781166682401,0.06530921075758947,1.121370296845842e-06,1.65122059341353e-05,1.9211046155813942e-05,0.0001557370781181853,1.518274870627813e-05,3.0,0.0,3.107404336591414e-05,2.719127588516328e-06,2.546441360499924e-05,7.849110171455923e-06,0.0
0.11829070336509416,0.09283741915620533,0.10671041380944724,0.12249401125175081,3.0685527122631174e-06,1.24991310905566e-07,1.5983265481194028e-05,0.000196253393146579,1.8924344039573072e-05,3.0,0.0,3.992518897995706e-05,-2.7983976771321127e-06,3.735423582102965e-05,2.836847288419938e-06,0.0
0.12312296585384731,0.07160282879239308,0.1372973670646081,0.15742532635416054,1.2974093054946868e-06,-5.681611857465652e-06,1.2110547878150885e-05,0.00012216906519431565,2.758929860520967e-05,3.0,0.0,-3.6581807993424366e-05,-9.385613176615933e-06,4.250355719713424e-05,6.603916023646068e-06,0.0
0.09114528573746129,0.20479881718920023,0.1420121341757159,0.13143188608374096,3.3996141439077446e-06,-1.4400463864357438e-05,1.5764329923277517e-05,0.00022891768981177994,1.9628452905447394e-05,3.0,0.0,2.7409446372939745e-05,-2.792972302645999e-07,5.592390811074753e-05,7.06717108244494e-06,0.0
0.1487531135397837,0.08175217541591326,0.10105834669361709,0.0744983879633538,-1.0794282862310178e-06,-7.476493038795386e-06,1.7770409101613433e-05,0.00020039624529091116,2.769922329806e-05,3.0,0.0,7.698154282127278e-05,-3.4315620828051927e-06,6.101026585530778e-05,4.63898730148381e-06,0.0
0.15350477794936296,0.14843432107582388,0.11354381830312513,0.07886787177413193,3.8601858644986876e-06,-1.1942945632399745e-05,7.824552155471137e-06,0.0001647070822197703,2.235266434454286e-05,1.0,0.0,-7.287258105254294e-05,-7.348504354007644e-06,2.6297203407528538e-05,7.459300288025661e-06,0.0
0.11965808927084323,0.08344344990447417,0.11641525281274923,0.06598278335244298,3.663310039356434e-06,-1.3443675118935789e-05,1.4905647259651442e-05,0.00021488044402046526,2.4805834129776624e-05,2.0,0.0,-3.424824108881298e-05,-1.3535449064461321e-06,3.944094726653507e-05,3.4399153245242427e-06,0.0
0.17376182874907986,0.19249808993232187,0.14449005201353426,0.14818310942983598,-5.206378332052508e-07,-1.012118199046465e-05,5.958717796469767e-06,0.0001434310222140984,1.775938525353466e-05,2.0,0.0,7.986080627713926e-05,4.743697140406319e-06,4.121484833841085e-05,3.792535256395995e-06,0.0
0.10762842860722581,0.19186758154148137,0.11589733931682474,0.09027094011449902,-1.598182979887948e-06,-9.854674152283525e-06,8.183388281558664e-06,0.00014883652264933452,1.8193613806249646e-05,1.0,0.0,4.320142155196607e-05,1.9573850980083137e-06,2.6014939255852398e-05,4.3648929315680205e-06,0.0
0.19456804001961425,0.10672880950739633,0.11186343668775549,0.0626909901685433,-3.096720170895674e-07,-1.2061805007445781e-05,1.0079682038337259e-05,0.0001388712325433383,2.8503683556576164e-05,3.0,0.0,-1.9919943838958185e-05,2.3915400522461274e-06,4.2434739389032e-05,4.504297288233337e-06,0.0
0.16958330384330988,0.07562007029400525,0.09741628687353424,0.11041469083616591,3.3428275010200045e-06,1.6872039913472864e-05,1.7333064902600596e-05,0.00013765377347628989,1.841334303029186e-05,3.0,0.0,2.6209418790417444e-05,-8.382602642293006e-06,5.027933103850461e-05,4.4127309369080825e-06,0.0
0.15941806970132455,0.08081826083527179,0.09304644800252465,0.11055048828141162,3.7131851590612264e-06,-9.037162968806298e-07,1.2565956761204407e-05,0.0001262790785652078,1.932469125999654e-05,3.0,0.0,7.961887721413947e-05,-5.172306563058009e-06,3.7208996092678975e-05,2.8710147770463584e-06,0.0
0.1625839898468346,0.196703196184987,0.11477585596180956,0.13898613869434054,7.758439123022867e-07,-7.825293799798198e-06,1.153116152344154e-05,0.00016514625847142408,2.7477360142322046e-05,2.0,0.0,8.699164041561712e-06,5.684455915461125e-06,4.3827187084678694e-05,3.320185191708651e-06,0.0
0.07229638320078097,0.09111211790183346,0.17967701391718593,0.07987653171759118,3.6402502272118502e-06,3.587714638011753e-06,1.4707565586947441e-05,0.00012573850852644363,2.3810566311460854e-05,3.0,0.0,-7.763932266928695e-05,1.5877696265261108e-06,3.0203243223118846e-05,4.95656684856896e-06,0.0
0.1505,0.1275,0.1449,0.1404,1.0099999606609344e-06,3.4719835966825486e-06,1.4096666872501373e-05,0.00019850000143051147,2.4812500178813934e-05,0.0,0.0,3.291001319885254e-05,4.113751649856568e-06,4.736999869346619e-05,5.921249836683274e-06,0.0
0.17274302734012761,0.2032019664171688,0.1484397972488692,0.13082026716953254,4.1544672643557806e-06,2.080301210828734e-06,1.902110308425155e-05,0.0001651671198012146,1.5428284227082742e-05,3.0,0.0,1.6299601487301373e-05,1.5960274232109236e-06,3.6471942828013636e-05,7.683670262166498e-06,0.0
0.11471336452137217,0.16926813274657287,0.16426284344841846,0.12447141567838364,-1.258576629732553e-06,7.146033795522237e-06,1.0796581477281177e-05,0.00016772357976262012,2.4495908666501883e-05,1.0,0.0,7.048950472449845e-05,-4.278370997198078e-06,3.4098573907980646e-05,3.908706023403164e-06,0.0
0.20092187214037274,0.16296731374351514,0.1604113529635031,0.154919940260975,3.753359795552188e-06,1.553463500765851e-05,1.0072058871357072e-05,0.00021308232207025406,1.7693990799291446e-05,4.0,0.0,4.643858926977781e-05,-1.6476818011582536e-06,5.3542115015212533e-05,5.530717965152136e-06,0.0
0.12023577374974741,0.17613137294366188,0.15351699782421804,0.14290414372693194,5.392556737233461e-07,-4.560168446080742e-06,7.448374759524523e-06,0.0001227312857911089,2.2628323264182987e-05,4.0,0.0,-5.896552962665925e-05,9.872560072601779e-06,6.071934411088138e-05,7.482731674180277e-06,0.0
